strategy,timeframe,sharpe,return,trades,win_rate,max_dd,p_value,validated,error
Genetic Algorithm,D1,12.795430472622014,40.2319752574512,21,71.42857142857143,5.58071845813236,0.0008844530459228756,False,
Kelly Criterion Sizing,M15,0.0,0.0,0,0.0,0.0,1.0,False,'macd_histogram'
Kelly Criterion Sizing,H1,0.0,0.0,0,0.0,0.0,1.0,False,'macd_histogram'
Kelly Criterion Sizing,H4,0.0,0.0,0,0.0,0.0,1.0,False,'macd_histogram'
Kelly Criterion Sizing,D1,0.0,0.0,0,0.0,0.0,1.0,False,'macd_histogram'
LSTM Prediction,M15,3.684388236524693,1494.8687549931788,613,60.685154975530175,107.97749448936942,7.38326371114223e-09,False,
LSTM Prediction,H1,4.704226020081354,1512.1582836861714,574,68.98954703832753,134.6862287015612,1.9352444804570623e-12,False,
LSTM Prediction,H4,6.820428532884124,287.4856033215331,341,72.14076246334311,10.497013311187073,1.6785715565568113e-14,True,
LSTM Prediction,D1,7.941382831501868,36.34658410269194,80,75.0,2.395049889520942,1.4099368396401865e-05,True,
OTE (0.618-0.79 retracement),M15,0.5305206741713715,116.2548435567083,995,33.66834170854271,77.3883981014819,0.14615025037072354,False,
OTE (0.618-0.79 retracement),H1,0.8589871139390594,38.516512392453166,254,35.039370078740156,38.8694549297419,0.19511191916345388,False,
OTE (0.618-0.79 retracement),H4,3.578748030723695,37.449247784575874,62,43.54838709677419,10.383841700437243,0.04164713712196172,True,
OTE (0.618-0.79 retracement),D1,24.73206418034057,22.628784697088687,7,85.71428571428571,1.832387587264693,0.004399613314129852,False,
Support Vector Machine,M15,0.0,0.0,0,0.0,0.0,1.0,False,'macd_histogram'
Support Vector Machine,H1,0.0,0.0,0,0.0,0.0,1.0,False,'macd_histogram'
Support Vector Machine,H4,0.0,0.0,0,0.0,0.0,1.0,False,'macd_histogram'
Support Vector Machine,D1,0.0,0.0,0,0.0,0.0,1.0,False,'macd_histogram'
Silver Bullet (1000-1100 UTC),M15,1.154588132778175,63.96624410863154,319,40.43887147335423,39.44369201985202,0.09778550673828781,False,
Silver Bullet (1000-1100 UTC),H1,-0.6937144313360406,-13.781812651047748,139,36.69064748201439,49.773710015658175,0.30426104346867755,False,
Silver Bullet (1000-1100 UTC),H4,0.0,0.0,0,0.0,0.0,1.0,False,
Silver Bullet (1000-1100 UTC),D1,0.0,0.0,0,0.0,0.0,1.0,False,
Volatility Targeting,M15,0.7578996814413217,979.1796876471083,2597,38.775510204081634,210.17790195492648,0.0075297966874188806,False,
Volatility Targeting,H1,1.0673992085298336,143.20963625953647,802,40.02493765586035,58.00510626876808,0.028698246866485425,False,
Volatility Targeting,H4,3.164038270575749,137.3008648407497,271,44.64944649446495,17.415715060525873,0.0005971173823096665,True,
Volatility Targeting,D1,7.248461564837877,31.266842109989483,37,62.16216216216216,3.1626400098416343,0.004753706688404088,True,
ATR Regime Switch,M15,-0.8255295042879844,-69.52753735683046,1100,33.09090909090909,86.02136136989215,0.042496712666245086,False,
ATR Regime Switch,H1,0.16523410427032287,8.923673347467211,271,35.79335793357934,35.91001502209181,0.43216274559679607,False,
ATR Regime Switch,H4,1.7344429834945052,29.547393920310476,80,38.75,23.271526611371538,0.1672260353093915,False,
ATR Regime Switch,D1,10.776036373868644,22.088637944903585,10,70.0,5.390053898091828,0.0360873532869876,False,
